Job_ID,Agency,Posting_Type,#_Of_Positions,Business_Title,Civil_Service_Title,Level,Job_Category,Full-Time/Part-Time_indicator,Salary_Range_From,Salary_Range_To,Salary_Frequency,Work_Location,Division/Work_Unit,Preferred_Skills,Hours/Shift,Work_Location_1,Residency_Requirement,Posting_Date,Post_Until,Posting_Updated,Process_Date,salary_from,salary_to,avg_salary,salary_range_diff,posting_year,job_posting_age_days,has_masters_degree
197355,DEPT OF ENVIRONMENT PROTECTION,External,1,"Deputy Commissioner, Wastewater Treatment",ADMINISTRATIVE ENGINEER,M7,"Engineering, Architecture, & Planning Maintenance & Operations",F,198518,198518,Annual,96-05 Horace Harding Expway,Administration,"Extensive experience in wastewater operations is preferred but not required. The ideal candidate will also demonstrate competency in managing technical operations, including large numbers of engineering and other technical staff. A New York State grade 4A Wastewater Treatment Plant Operator Certificate is desirable.",35 hours per week.,59-17 Junction Blvd Corona Ny,New York City Residency is not required for this position,06/23/2015,"",2015-06-23T00:00:00.000,2019-12-17T00:00:00.000,198518.0,198518.0,198518.0,0.0,2015,"",0
197355,DEPT OF ENVIRONMENT PROTECTION,Internal,1,"Deputy Commissioner, Wastewater Treatment",ADMINISTRATIVE ENGINEER,M7,"Engineering, Architecture, & Planning Maintenance & Operations",F,198518,198518,Annual,96-05 Horace Harding Expway,Administration,"Extensive experience in wastewater operations is preferred but not required. The ideal candidate will also demonstrate competency in managing technical operations, including large numbers of engineering and other technical staff. A New York State grade 4A Wastewater Treatment Plant Operator Certificate is desirable.",35 hours per week.,59-17 Junction Blvd Corona Ny,New York City Residency is not required for this position,06/23/2015,"",2015-06-23T00:00:00.000,2019-12-17T00:00:00.000,198518.0,198518.0,198518.0,0.0,2015,"",0
197941,DEPT OF HEALTH/MENTAL HYGIENE,External,5,Public Health Nurse (School Health),PUBLIC HEALTH NURSE (SCHOOL HE,1,Health,P,32.11,36.93,Hourly,R E DEV FOR Preservation,SH Reproductive Health,"Excellent interpersonal, communication and presentation skills;  for appointment to OSH, individual must be able to perform Cardio-Pulmonary Resuscitation.  **A LICENSE AND CURRENT REGISTRATION TO PRACTICE AS REGISTERED PROFESSIONAL NURSE IN NEW YORK STATE. THIS LICENSE MUST BE MAINTAINED FOR THE DURATION OF EMPLOYEMENT","",City-wide,New York City Residency is not required for this position,07/01/2015,"",2015-08-28T00:00:00.000,2019-12-17T00:00:00.000,32.11,36.93,34.519999999999996,4.82,2015,"",0
197941,DEPT OF HEALTH/MENTAL HYGIENE,Internal,5,Public Health Nurse (School Health),PUBLIC HEALTH NURSE (SCHOOL HE,1,Health,P,32.11,36.93,Hourly,R E DEV FOR Preservation,SH Reproductive Health,"Excellent interpersonal, communication and presentation skills;  for appointment to OSH, individual must be able to perform Cardio-Pulmonary Resuscitation.  **A LICENSE AND CURRENT REGISTRATION TO PRACTICE AS REGISTERED PROFESSIONAL NURSE IN NEW YORK STATE. THIS LICENSE MUST BE MAINTAINED FOR THE DURATION OF EMPLOYEMENT","",City-wide,New York City Residency is not required for this position,07/01/2015,"",2015-08-28T00:00:00.000,2019-12-17T00:00:00.000,32.11,36.93,34.519999999999996,4.82,2015,"",0
199170,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Public Health Advisor, Bureau of Sexually Transmitted Diseases Prevention and Control",PUBLIC HEALTH ADVISER,2,Health,F,41452,52821,Annual,R E DEV FOR Preservation,STI Case Invstgn & Partner Srv,"\"\"2\"\" or \"\"3\"\" above. Undergraduate college credit can be substituted for experience on the basis of 30 semester credits from an accredited college for one year of full-time experience. However",candidates must have,in addition to meeting the minimum qualification requirements listed above,Assignment Level I,"",Applicant MUST have a valid NYS Driverâ€™s License and the ability  to operate a motor vehicle.,"","Apply online with a cover letter to https://a127-jobs.nyc.gov/.  In the Job ID search bar, enter: job ID number # 199170.  We appreciate the interest and thank all applicants who apply, but only those candidates under consideration will be contacted.",41452.0,52821.0,47136.5,11369.0,"","",0
199768,DEPT OF INFO TECH & TELECOMM,Internal,1,Payroll Supervisor,COMMUNITY ASSOCIATE,0,Clerical & Administrative Support,"",33799,56249,Annual,75 Park Place New York Ny,Human Resources,"The successful candidate should possess the following:   â€¢	Knowledge of PMS, RMDS and CHRMS. â€¢	Proficient in Microsoft Office including strong skills in Excel and Word. â€¢	Strong supervisory, analytical, research and organizational skills. â€¢	Strategic thinker with ability to work at a detailed level. â€¢	Excellent interpersonal, oral and written communication skills. â€¢	Ability to handle multiple tasks and deadlines.","","NY, NY","New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",07/14/2015,"",2015-07-14T00:00:00.000,2019-12-17T00:00:00.000,33799.0,56249.0,45024.0,22450.0,2015,"",0
203387,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Public Health Advisor, Bureau of STD Prevention and Control",PUBLIC HEALTH ADVISER,1,Health,P,18.8112,24.2923,Hourly,295 Flatbush Ext Brooklyn,STI Special Projects,"\"\"2\"\" or \"\"3\"\" above. Undergraduate college credit can be substituted for experience on the basis of 30 semester credits from an accredited college for one year of full-time experience. However",candidates must have,in addition to meeting the minimum qualification requirements listed above,Assignment Level I,"","Bilingual: English/Spanish; knowledge/experience in public health and sexual health; strong public speaking skills; experience with adolescent population; experience in patient counseling and interviewing, particularly for STDs; phlebotomy skills; valid NYS Driver's License and flexibility to work early morning to early afternoon Monday-Friday.  Please Note: May be required to work evenings and or weekends.","","Apply online with a cover letter to https://a127-jobs.nyc.gov/.  In the Job ID search bar, enter: job ID number # 203387.   We appreciate the interest and thank all applicants who apply, but only those candidates under consideration will be contacted.",18.8112,24.2923,21.55175,5.481100000000001,"","",0
209609,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Office Clerk AOT, Bureau of Mental Health",CLERICAL ASSOCIATE,2,Clerical & Administrative Support,"",28965,43152,Annual,42-09 28th Street,MH - Assisted out Treatment,"- Ability to use Microsoft Windows Word, Excel, Visio,  Access and PowerPoint;   - Experience with data related to mandated health or mental health treatment;  - Good written and verbal communication skills, good organization and time management skills;","",42-09 28th Street,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",08/25/2015,"",2015-08-31T00:00:00.000,2019-12-17T00:00:00.000,28965.0,43152.0,36058.5,14187.0,2015,"",0
209609,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Office Clerk AOT, Bureau of Mental Health",CLERICAL ASSOCIATE,2,Clerical & Administrative Support,"",28965,43152,Annual,42-09 28th Street,MH - Assisted out Treatment,"- Ability to use Microsoft Windows Word, Excel, Visio,  Access and PowerPoint;   - Experience with data related to mandated health or mental health treatment;  - Good written and verbal communication skills, good organization and time management skills;","",42-09 28th Street,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",08/25/2015,"",2015-08-31T00:00:00.000,2019-12-17T00:00:00.000,28965.0,43152.0,36058.5,14187.0,2015,"",0
210312,DEPT OF INFO TECH & TELECOMM,Internal,1,311 Call Center Manager,ADM MANAGER-NON-MGRL FRM M1/M2,0,Community & Business Services,F,64000,71000,Annual,59 Maiden Lane,311 Operations,18 months of which must have been in an administrative,"full-time progressively responsible experience as described in \"\"1\"\"  above",18 months of which must have been in an administrative,"executive or supervisory capacity. The supervisory work must have been in the  supervision of staff performing clerical/administrative work of more than  moderate difficulty; or  4. Education and/or experience equivalent to \"\"1\"\"","",all  candidates must possess the 18 months of administrative,managerial,"executive or supervisory experience as described in \"\"1\"\"",64000.0,71000.0,67500.0,7000.0,"","",0
219112,NYC HOUSING AUTHORITY,Internal,1,MAINTENANCE WORKER,MAINTENANCE WORKER,0,Maintenance & Operations,"",51907.68,54580.32,Annual,Manhattan Floating Staff,Manhattan Property Management,mechanical,"all candidates must have a minimum of two years of experience as described in \"\"1\"\" above.\"","","\"Click the \"\"Apply Now\"\" button.\"","","","",NYCHA has no residency requirements.,51907.68,54580.32,53244.0,2672.6399999999994,"","",0
219112,NYC HOUSING AUTHORITY,External,1,MAINTENANCE WORKER,MAINTENANCE WORKER,0,Maintenance & Operations,"",51907.68,54580.32,Annual,Manhattan Floating Staff,Manhattan Property Management,mechanical,"all candidates must have a minimum of two years of experience as described in \"\"1\"\" above.\"","","\"Click the \"\"Apply Now\"\" button.\"","","","",NYCHA has no residency requirements.,51907.68,54580.32,53244.0,2672.6399999999994,"","",0
221045,NYC EMPLOYEES RETIREMENT SYS,External,1,CERTIFIED IT ADMINISTRATOR (WAN),CERT. IT ADMINISTRATOR WAN,4,Information Technology & Telecommunications,"",89383,134914,Annual,"335 Adams Street, Brooklyn Ny",Executive Management,"all candidates must have at least one year of satisfactory (not classroom based) full-time information technology experience as described in \"\"1\"\" above.\"","\"Click the \"\"Apply Now\"\" button","please indicate Job ID number 221045 on your resume or cover letter.\"","335 Adams Street, Brooklyn NY","",New York City Residency is not required for this position,2015-10-30T00:00:00.000,"",89383.0,134914.0,112148.5,45531.0,"","",1
